accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,speed,accident
0.9934283060224653,-0.2765286023423693,1.295377076201385,1.5230298564080254,-0.23415337472333597,-0.23413695694918055,32.90418060840997,0
3.158425631014783,1.5348694583058176,-0.9389487718699042,0.5425600435859647,-0.46341769281246226,-0.46572975357025687,45.21211214797688,0
-3.4498356650260655,-1.1245750584819454,-2.0256622406688476,0.3142473325952739,-0.9080240755212109,-1.4123037013352915,52.8034992108518,0
0.13505640937584767,-2.8494963724269136,-1.0887654490503653,0.11092258970986608,-1.1509935774223028,0.37569801834567196,33.25257964926398,0
-1.20127737983761,-0.5833874995865536,-1.2034132244587938,1.8522781845089378,-0.013497224737933921,-1.0577109289559004,31.71942605576092,0
1.645089824206378,-2.4416872999420445,0.4177271900095108,-1.9596701238797756,-1.3281860488984305,0.19686123586912352,78.47923138822793,0
1.4769331599908209,0.342736562379941,-0.23129656477648106,-0.3011036955892888,-1.4785219903674274,-0.7198442083947086,71.43687545759647,0
0.6872365791369228,-3.526080310725468,0.64816793878959,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,30.27610585618012,0
12.468325129969859,12.018966879596647,22.062629111970992,15.42496011428329,9.711959513678664,14.014131591568097,1.195942459383017,1
10.906247707042986,23.212458086697104,22.517662453129212,10.0760013242486,7.862334185305979,4.019784516742656,7.555511385430487,1
-1.6169872057863752,-1.003514087169073,1.8308042354041483,0.32875110965968446,-0.5297602037670388,0.5132674331133561,74.62794992449889,0
-1.4041061877547047,-0.6553242931955364,-0.7842163062643153,-1.4635149481321186,0.29612027706457605,0.26105527217988933,30.347606526559535,0
-2.8307414841008285,-0.8412906455307181,-0.685429033053539,-0.8022772692216189,-0.16128571166600914,0.4040508568145384,55.939531087168305,0
0.5151007814455287,-0.14889183153233443,-3.837542430598083,-0.026513875449216878,0.06023020994102644,2.463242112485286,32.57393756249947,0
-0.38472192956224505,0.6030946846672249,-0.06942353941048662,-1.168678037619532,1.1428228145150205,0.7519330326867741,41.881877199619986,0
2.8055886218721984,-2.8037021255845618,1.1737141876005406,2.1904556258099785,-0.9905363251306883,-0.5662977296027719,32.0387570777382,0
14.083733538318814,16.38969241897162,22.067586086848348,5.076542734264179,10.909839738416517,15.228571017129713,5.296505783560065,1
-0.6489819156577865,-0.41173343419100994,-2.880082895367596,1.1907272561136402,1.2993968142644874,-0.8671461560495533,74.85551299762886,0
1.23528169102229,2.4341415939602205,0.45257653899774963,0.8474014325766388,0.17483301199147133,-1.216854892359239,64.59475988463467,0
1.4690021297600913,-1.908994523922841,-1.5023588493278568,-1.1304280531205302,0.7699773599307934,1.268389522403902,72.4611705247089,0
-1.7352821799587492,0.29172370485661886,-2.739742113432593,-0.7717807494932586,0.8786735481908957,-0.2395945081938096,61.556931299863145,0
5.468844318123483,0.18753086030389352,-2.8128105343630976,-0.034529656094808465,-0.9630156260661265,0.9771800008130732,31.21579832157269,0
